86,Alterations and Repair,Zips,"Up To 12""",,14.95,, 3 Days 
87,Alterations and Repair,,Each Additional Inch,1,,, 3 Days 
88,Alterations and Repair,Pockets,Half Pocket,,10,, 3 Days 
89,Alterations and Repair,,Full Pocket,,15,, 3 Days 
90,Alterations and Repair,Re-Lining,Jacket,,55,, 3 Days 
91,Alterations and Repair,,Jacket With Internal Pockets,,75,, 3 Days 
92,Alterations and Repair,,Coat,,85,, 3 Days 
93,Alterations and Repair,,Coat With Internal Pockets,,95,, 3 Days 
94,Alterations and Repair,Patch,Normal,,7.5,, 3 Days 
95,Alterations and Repair,Sowing Button On,,,1,, 3 Days 
96,Keys,Yale,1A,,4.5,, Same Day 
97,Keys,Chub,1G,,6.95,, Same Day 
98,Keys,,2G,,6.95,, Same Day 
99,Keys,Mortis Keys,,,6.95,, Same Day 
100,Keys,All Other Keys,,,6.95,, 3 Days 
101,"Shoes, Gentlement",Heels,Rubber,,14.95,, 3 Days 
102,"Shoes, Gentlement",,"Half Leather, Half Rubber",,18.95,, 3 Days 
103,"Shoes, Gentlement",,Winter,,16.95,, 3 Days 
104,"Shoes, Gentlement",Soles,Rubber,,18.95,, 3 Days 
105,"Shoes, Gentlement",,Leather,,34.95,, 3 Days 
106,"Shoes, Gentlement",,Reisen,,22.95,, 3 Days 
107,"Shoes, Gentlement","Rubber Heel, Rubber Sole",,,32.95,, 3 Days 
108,"Shoes, Gentlement","Leather Heel, Leather Sole",,,51.95,, 3 Days 
109,"Shoes, Gentlement",Full Leather Sole,,,85,, 3 Days 
110,"Shoes, Gentlement","Rubber Heel, Lether Sole",,,48.95,, 3 Days 
111,"Shoes, Gentlement","Reisin Sole, Rubber Heel",,,36.95,, 3 Days 
112,"Shoes, Ladies","Heels, Pair",Stiletto Heel,,9.95,, 3 Days 
113,"Shoes, Ladies",,>2 Inches,,12.95,, 3 Days 
114,"Shoes, Ladies",,Winter,,16.95,, 3 Days 
115,"Shoes, Ladies",Toes,Rubber,,6.95,, 3 Days 
116,"Shoes, Ladies",Soles,Rubber,,14.95,, 3 Days 
117,"Shoes, Ladies",,Reisen,,22.95,, 3 Days 
118,"Shoes, Ladies",,Leather,,28.95,, 3 Days 
119,"Shoes, Ladies","Rubber Heel, Rubber Sole",,,26.95,, 3 Days 
120,"Shoes, Ladies",Rubber Heel + Leather Sole,,,38.95,, 3 Days 
121,"Shoes, Ladies","Leather Sole, Leather Heel",,,32.95,, 3 Days 
122,Misc,Patching Shoes Or Bags Or Anything,,,10,, 3 Days 
123,Misc,Stiching,,,6,, 3 Days 
124,Misc,Streatching Shoes,,,6,, 3 Days 
125,Misc,Zip Replacement On Shoes,,,28,32, 3 Days 
126,Leather and Suede,Jacket,Knee Length,,37,, 1 Week 
127,Leather and Suede,,3/4 Length,,40,, 1 Week 
128,Leather and Suede,,Real Fur,,50,, 1 Week 
129,Leather and Suede,,3/4 Real Fur,,55,, 1 Week 
130,Leather and Suede,Coat,,,45,, 1 Week 
131,Leather and Suede,,Real Fur,,75,, 1 Week 
132,Leather and Suede,Dress,,,40,, 1 Week 
133,Leather and Suede,Minskirt,,,25,, 1 Week 
134,Leather and Suede,Cardigan / Waistcoat / Sweater,,,25,, 1 Week 
135,Leather and Suede,Rewaxing Jacket,Knee Length,,45,, 1 Week 
136,Leather and Suede,,3/4 Length,,50,, 1 Week 
137,Leather and Suede,Rewaxing Coat,,,65,, 1 Week 
